,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
5,ts22164,Monty Python's Flying Circus,SHOW,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",1969,TV-14,30,"['comedy', 'european']",['GB'],4.0,tt0063929,8.8,73424.0,17.617,8.306
26,ts45948,Monty Python's Fliegender Zirkus,SHOW,"Monty Python's Fliegender Zirkus consisted of two 45-minute Monty Python German television comedy specials produced by WDR for West German television. The two episodes were first broadcast in January and December 1972 and were shot entirely on film and mostly on location in Bavaria, with the first episode recorded in German and the second recorded in English and then dubbed into German.",1972,TV-MA,43,['comedy'],[],1.0,tt0202477,8.1,2151.0,1.487,7.0
35,ts20681,Seinfeld,SHOW,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989,TV-PG,24,['comedy'],['US'],9.0,tt0098904,8.9,308824.0,130.213,8.301
44,ts22082,Knight Rider,SHOW,"Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.",1982,TV-PG,51,"['scifi', 'action', 'crime', 'drama']",['US'],4.0,tt0083437,6.9,34115.0,50.267,7.5
45,ts21715,Thomas & Friends,SHOW,"Thomas & Friends is a British children's television series, which had its first broadcast on the ITV network on 4 September 1984. It is based on The Railway Series of books by the Reverend Wilbert Awdry and his son, Christopher Awdry. These books deal with the adventures of a group of anthropomorphised locomotives and road vehicles who live on the fictional Island of Sodor. The books were based on stories Wilbert told to entertain his son, Christopher during his recovery from measles. From Series one to four, many of the stories are based on events from Awdry's personal experience.",1984,TV-Y,10,"['animation', 'family', 'comedy', 'fantasy', 'drama', 'action', 'music']",['GB'],24.0,tt0086815,6.5,5104.0,42.196,6.5
46,ts20678,Saved by the Bell,SHOW,"Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.",1989,TV-G,23,"['family', 'comedy', 'romance']",['US'],5.0,tt0096694,7.1,35034.0,19.855,8.0
48,ts25028,Wheel of Fortune,SHOW,"This game show sees contestants solve word puzzles, similar to those used in Hangman, to win cash and prizes determined by spinning a giant carnival wheel.",1983,TV-G,26,['family'],['US'],39.0,tt0072584,6.7,3145.0,5.935,6.8
53,ts23753,Major Dad,SHOW,"Major Dad is an American sitcom created by Richard C. Okie and John G. Stephens, developed by Earl Pomerantz, that originally ran from 1989 to 1993 on CBS, starring Gerald McRaney as Major John D. MacGillis and Shanna Reed as his wife Polly. The cast also includes Beverly Archer, Matt Mulhern, Jon Cypher, Marisa Ryan, Nicole Dubuc and Chelsea Hertford.",1989,TV-PG,24,"['comedy', 'family']",['US'],4.0,tt0096643,6.5,2922.0,9.849,6.5
55,ts987,Danger Mouse,SHOW,"Danger Mouse, the world's greatest secret agent, and his side-kick Penfold work to foil the evil schemes of Baron Greenback.",1981,TV-Y,14,"['animation', 'comedy', 'family', 'scifi', 'european']",['GB'],10.0,tt0081848,7.4,3545.0,8.55,7.5
59,ts2760,Fireman Sam,SHOW,"Follow the adventures of fireman Sam and his colleagues as they protect the citizens of the Welsh town of Pontypandy. Whenever the alarm sounds, brave Sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.",1987,TV-Y,10,"['animation', 'comedy', 'family', 'crime', 'european']",['GB'],13.0,tt0329829,6.1,1785.0,37.647,7.2
91,ts20981,Survivor,SHOW,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",2000,TV-PG,48,['reality'],['US'],42.0,tt0239195,7.4,24687.0,54.19,7.4
93,ts22176,Stargate SG-1,SHOW,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",1997,TV-PG,44,"['scifi', 'drama', 'action']","['CA', 'US']",10.0,tt0118480,8.4,90196.0,88.851,8.3
95,ts21223,Pokémon,SHOW,"Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a Pokémon Master.",1997,TV-Y7,22,"['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family']",['JP'],25.0,tt14053732,7.4,198.0,115.356,7.633
100,ts20339,One Piece,SHOW,"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates. Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way. Luffy will do anything to get the One Piece and become King of the Pirates!",1999,TV-14,23,"['animation', 'action', 'comedy', 'drama', 'fantasy']",['JP'],21.0,tt0388629,8.8,117129.0,143.457,8.764
101,ts5145,The Challenge,SHOW,"Each Challenge pits numerous cast members from past seasons of reality shows against each other, dividing them into two separate teams according to different criteria, such as gender, which show they first appeared on, whether or not they're veterans or rookies on the show, etc. The two teams compete in numerous missions in order to win prizes and advance in the overall game.",1998,TV-14,40,"['reality', 'comedy', 'drama', 'scifi']",['US'],37.0,tt6274074,7.8,3362.0,18.075,7.7
103,ts34435,Cowboy Bebop,SHOW,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as ""Cowboys"") chase criminals and bring them in alive in return for a reward.",1998,TV-14,25,"['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']",['JP'],1.0,tt0213338,8.9,115448.0,35.402,8.522
107,ts20983,Neon Genesis Evangelion,SHOW,"At the turn of the century, the Angels returned to Earth, seeking to wipe out humanity in an apocalyptic fury. Devastated, mankind's last remnants moved underground to wait for the day when the Angels would come back to finish the job. Fifteen years later, that day has come... but this time, humanity is ready to fight back with terrifying bio-mechanical weapons known as the Evangelions. Watch as Shinji, Rei, Asuka and the rest of the mysterious shadow agency Nerv battle to save earth from total annihilation.",1995,TV-14,24,"['drama', 'scifi', 'animation', 'action', 'fantasy', 'thriller']",['JP'],1.0,tt0112159,8.5,66629.0,49.27,8.637
110,ts21567,Gilmore Girls,SHOW,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",2000,TV-14,46,"['comedy', 'drama']",['US'],8.0,tt0238784,8.2,121462.0,58.578,7.827
114,ts20960,Power Rangers,SHOW,"A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.",1993,TV-Y7,22,"['action', 'scifi', 'fantasy', 'family']",['US'],29.0,tt0106064,6.5,22110.0,19.699,6.8
117,ts25252,Yu-Gi-Oh!,SHOW,"A timid young boy who loves all sorts of games, one day solves an ancient puzzle known as the Millennium Puzzle, causing his body to play host to a mysterious spirit with the personality of a gambler.",1998,TV-Y,22,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],7.0,tt4834194,7.3,21113.0,33.504,7.358
119,ts22193,The Magic School Bus,SHOW,An eccentric schoolteacher takes her class on wondrous educational field trips with the help of a magical school bus.,1994,TV-Y,26,"['animation', 'scifi', 'comedy', 'family', 'fantasy']","['CA', 'US']",4.0,tt0108847,7.8,9829.0,16.83,7.8
120,ts22489,Goosebumps,SHOW,"Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.",1995,TV-PG,22,"['scifi', 'thriller', 'family', 'fantasy', 'horror', 'music']","['US', 'CA']",4.0,tt0111987,7.6,13493.0,63.687,7.9
121,ts21034,InuYasha,SHOW,"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",2000,TV-14,25,"['scifi', 'action', 'fantasy', 'romance', 'animation', 'comedy', 'drama']",['JP'],9.0,tt0290223,7.9,15823.0,62.355,8.6
125,ts16919,All That,SHOW,"The new kids of comedy bring the funny as All That, America’s #1 kid’s sketch comedy show, returns with a new cast and a few familiar faces. From Executive Producers Kenan Thompson and Kel Mitchell.",1994,TV-G,22,"['comedy', 'family', 'music']",['US'],11.0,tt0111875,7.5,7718.0,6.688,8.4
134,ts8570,Barney & Friends,SHOW,"Barney & Friends is an American children's television series aimed at children from ages 2 to 5. The series, which first aired on April 6, 1992, features the title character Barney, a purple anthropomorphic Tyrannosaurus rex who conveys educational messages through songs and small dance routines with a friendly, optimistic attitude.

New episodes have not been produced since 2009; however reruns continue to air on various PBS stations.",1992,TV-G,28,"['comedy', 'family']",['US'],14.0,tt0144701,3.8,9624.0,14.641,4.9
136,ts27693,Kenan & Kel,SHOW,"Set in Chicago, the show follows the kid-friendly misadventures of two high-school friends who are always scheming and dreaming. Kenan, who works at a grocery store, constantly devises crazy plans to strike it rich, while orange-soda-loving buddy Kel is always dragged along for the ride despite his track record for messing things up.",1996,TV-Y7,25,"['family', 'comedy']",['US'],4.0,tt0115231,7.8,15620.0,33.544,8.3
147,ts22286,Cardcaptor Sakura,SHOW,"Sakura Kinomoto, an elementary school student who discovers that she possesses magical powers after accidentally freeing a set of magical cards from the book they had been sealed in for years. She is then tasked with retrieving those cards in order to avoid an unknown catastrophe from befalling the world.",1998,TV-Y7,25,"['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",['JP'],4.0,tt0221735,8.0,5008.0,35.757,8.7
149,ts11397,Adventures of Sonic the Hedgehog,SHOW,"Follow the adventures of Sonic the Hedgehog, and his sidekick Tails, as they attempt to stop Dr. Robotnik and his array of robots from taking over the planet Mobius.",1993,TV-Y7,22,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy', 'western']",['US'],4.0,tt0222518,6.2,3902.0,13.313,6.3
151,ts21581,Girlfriends,SHOW,"The series revolves around the friendship of four African-American women in different phases of their lives. They explore the many trials and tribulations that most women face today such as relationships, family, friends and other current issues that will interest most women. Whether it’s getting over a divorce, finding a career, or looking for true love, Girlfriends delivers along with comedy and wit.",2000,TV-PG,21,"['drama', 'comedy']",['US'],8.0,tt0247102,7.2,4528.0,12.163,7.7
157,ts20918,The Parkers,SHOW,"The Parkers is an American sitcom that aired on UPN from August 30, 1999, to May 10, 2004. A spin-off of UPN's Moesha, The Parkers features the mother-daughter team of Nikki and Kim Parker. The Parkers' signature ""Heeyyy"" greeting became very popular in the early 2000s.",1999,TV-PG,19,['comedy'],['US'],5.0,tt0200353,6.8,2377.0,5.745,8.1
158,ts21693,"Sister, Sister",SHOW,"Twins Tia Landry and Tamera Campbell were separated and adopted at birth. Fourteen years later, they encounter each other by chance at the mall. After the families meet, Tia's widowed father agrees to let Tamera and her single mother move in with them.",1994,TV-PG,22,"['comedy', 'drama', 'family']",['US'],6.0,tt0108927,6.2,12657.0,21.489,7.5
159,ts20939,Moesha,SHOW,"Moesha was an American sitcom series that aired on the UPN network from January 23, 1996 to May 14, 2001. The series stars R&B singer Brandy Norwood as Moesha Mitchell, a high school student living with her family in the Leimert Park neighborhood of South Central Los Angeles. It was originally ordered as a pilot for the CBS network's 1995-1996 television season, who rejected. It was then picked up by UPN, who aired it as a mid-season replacement. It went on to become the biggest success for the nascent network and one of the greatest hits over the course of the network's entire run.",1996,TV-PG,21,"['drama', 'comedy', 'family']",['US'],6.0,tt0115275,5.8,3747.0,10.901,7.0
160,ts21684,Heartbreak High,SHOW,The ins and outs of the classroom lives of a group of students who attend the fictional Hartley High School in Sydney.,1994,TV-MA,45,"['drama', 'romance', 'comedy']",['AU'],7.0,tt5582224,7.8,3139.0,7.222,7.3
161,ts22080,Oggy and the Cockroaches,SHOW,"Oggy, an anthropomorphic cat, would prefer to spend his days watching television and eating, but is continuously pestered by three roaches: Joey, Marky and Dee Dee. The cockroaches' slapstick mischief ranges from plundering Oggy's refrigerator to hijacking the train he just boarded. In many situations Oggy is also helped by Jack, who is more violent and short-tempered than him and is also annoyed by the cockroaches. Bob, a short-tempered bulldog, also appears in the show, and is Oggy's neighbor.",1999,TV-Y7,9,"['animation', 'comedy', 'family', 'action', 'european']",['FR'],7.0,tt0213363,7.4,4281.0,40.189,7.5
165,ts28516,Okupas,SHOW,"During the year 2000, Ricardo, Pollo, Walter and Chiqui occupied a house in the Buenos Aires neighborhood of Congreso. The four young people forge a strong friendship that leads them to go through different stories of crime, drugs and social marginalization.",2000,TV-MA,40,"['drama', 'crime']",['AR'],1.0,tt0289649,9.0,2399.0,8.565,8.8
